2026-09-02 20:20:32 | Temperature: 64 C | Vibration: 10 mm/s | Pressure: 110 PSI | Status: CRITICAL
2026-09-02 20:20:35 | Temperature: 90 C | Vibration: 9 mm/s | Pressure: 82 PSI | Status: WARNING
2026-09-02 20:42:13 | Temperature: 79 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-02 20:42:16 | Temperature: 68 C | Vibration: 10 mm/s | Pressure: 106 PSI | Status: CRITICAL
2026-09-02 20:42:19 | Temperature: 105 C | Vibration: 7 mm/s | Pressure: 97 PSI | Status: CRITICAL
2026-09-02 20:58:07 | Temperature: 83 C | Vibration: 5 mm/s | Pressure: 95 PSI | Status: NORMAL
2026-09-02 21:10:54 | Temperature: 89 C | Vibration: 6 mm/s | Pressure: 94 PSI | Status: NORMAL
2026-09-02 21:10:57 | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-02 21:12:12 | Temperature: 89 C | Vibration: 4 mm/s | Pressure: 96 PSI | Status: NORMAL
2026-09-02 21:12:15 | Temperature: 100 C | Vibration: 2 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-02 21:12:18 | Temperature: 105 C | Vibration: 7 mm/s | Pressure: 108 PSI | Status: CRITICAL
2026-09-02 21:12:21 | Temperature: 110 C | Vibration: 10 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 22:36:27 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 22:36:27 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 22:36:30 | Machine: Motor-A | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:36:30 | Machine: Compressor-C | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:36:30 | Machine: Pump-B | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 22:36:33 | Machine: Compressor-C | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 22:36:33 | Machine: Motor-A | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 22:36:33 | Machine: Pump-B | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 22:36:36 | Machine: Compressor-C | Temperature: 60 C | Vibration: 10 mm/s | Pressure: 120 PSI | Status: CRITICAL
2026-09-03 22:36:36 | Machine: Motor-A | Temperature: 60 C | Vibration: 10 mm/s | Pressure: 120 PSI | Status: CRITICAL
2026-09-03 22:36:36 | Machine: Pump-B | Temperature: 60 C | Vibration: 10 mm/s | Pressure: 120 PSI | Status: CRITICAL
2026-09-03 22:36:39 | Machine: Motor-A | Temperature: 85 C | Vibration: 6 mm/s | Pressure: 89 PSI | Status: NORMAL
2026-09-03 22:36:39 | Machine: Compressor-C | Temperature: 85 C | Vibration: 6 mm/s | Pressure: 89 PSI | Status: NORMAL
2026-09-03 22:36:39 | Machine: Pump-B | Temperature: 85 C | Vibration: 6 mm/s | Pressure: 89 PSI | Status: NORMAL
2026-09-03 22:36:42 | Machine: Compressor-C | Temperature: 66 C | Vibration: 9 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-03 22:36:42 | Machine: Motor-A | Temperature: 66 C | Vibration: 9 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-03 22:36:42 | Machine: Pump-B | Temperature: 66 C | Vibration: 9 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-03 22:36:45 | Machine: Motor-A | Temperature: 73 C | Vibration: 3 mm/s | Pressure: 115 PSI | Status: WARNING
2026-09-03 22:36:45 | Machine: Compressor-C | Temperature: 73 C | Vibration: 3 mm/s | Pressure: 115 PSI | Status: WARNING
2026-09-03 22:36:45 | Machine: Pump-B | Temperature: 73 C | Vibration: 3 mm/s | Pressure: 115 PSI | Status: WARNING
2026-09-03 22:36:48 | Machine: Compressor-C | Temperature: 64 C | Vibration: 7 mm/s | Pressure: 105 PSI | Status: NORMAL
2026-09-03 22:36:48 | Machine: Motor-A | Temperature: 64 C | Vibration: 7 mm/s | Pressure: 105 PSI | Status: NORMAL
2026-09-03 22:36:48 | Machine: Pump-B | Temperature: 64 C | Vibration: 7 mm/s | Pressure: 105 PSI | Status: NORMAL
2026-09-03 22:36:51 | Machine: Compressor-C | Temperature: 89 C | Vibration: 10 mm/s | Pressure: 96 PSI | Status: CRITICAL
2026-09-03 22:36:51 | Machine: Motor-A | Temperature: 89 C | Vibration: 10 mm/s | Pressure: 96 PSI | Status: CRITICAL
2026-09-03 22:36:51 | Machine: Pump-B | Temperature: 89 C | Vibration: 10 mm/s | Pressure: 96 PSI | Status: CRITICAL
2026-09-03 22:36:54 | Machine: Compressor-C | Temperature: 110 C | Vibration: 7 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 22:36:54 | Machine: Motor-A | Temperature: 110 C | Vibration: 7 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 22:36:54 | Machine: Pump-B | Temperature: 110 C | Vibration: 7 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 22:36:57 | Machine: Compressor-C | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 22:36:57 | Machine: Motor-A | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 22:36:57 | Machine: Pump-B | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 22:37:00 | Machine: Compressor-C | Temperature: 86 C | Vibration: 5 mm/s | Pressure: 108 PSI | Status: NORMAL
2026-09-03 22:37:00 | Machine: Motor-A | Temperature: 86 C | Vibration: 5 mm/s | Pressure: 108 PSI | Status: NORMAL
2026-09-03 22:37:00 | Machine: Pump-B | Temperature: 86 C | Vibration: 5 mm/s | Pressure: 108 PSI | Status: NORMAL
2026-09-03 22:37:03 | Machine: Compressor-C | Temperature: 99 C | Vibration: 1 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 22:37:03 | Machine: Pump-B | Temperature: 99 C | Vibration: 1 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 22:37:03 | Machine: Motor-A | Temperature: 99 C | Vibration: 1 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 22:37:06 | Machine: Compressor-C | Temperature: 92 C | Vibration: 2 mm/s | Pressure: 107 PSI | Status: WARNING
2026-09-03 22:37:06 | Machine: Motor-A | Temperature: 92 C | Vibration: 2 mm/s | Pressure: 107 PSI | Status: WARNING
2026-09-03 22:37:06 | Machine: Pump-B | Temperature: 92 C | Vibration: 2 mm/s | Pressure: 107 PSI | Status: WARNING
2026-09-03 22:37:09 | Machine: Motor-A | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 106 PSI | Status: CRITICAL
2026-09-03 22:37:09 | Machine: Compressor-C | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 106 PSI | Status: CRITICAL
2026-09-03 22:37:09 | Machine: Pump-B | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 106 PSI | Status: CRITICAL
2026-09-03 22:37:12 | Machine: Compressor-C | Temperature: 61 C | Vibration: 8 mm/s | Pressure: 93 PSI | Status: WARNING
2026-09-03 22:37:12 | Machine: Motor-A | Temperature: 61 C | Vibration: 8 mm/s | Pressure: 93 PSI | Status: WARNING
2026-09-03 22:37:12 | Machine: Pump-B | Temperature: 61 C | Vibration: 8 mm/s | Pressure: 93 PSI | Status: WARNING
2026-09-03 22:37:16 | Machine: Motor-A | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 90 PSI | Status: NORMAL
2026-09-03 22:37:16 | Machine: Compressor-C | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 90 PSI | Status: NORMAL
2026-09-03 22:37:16 | Machine: Pump-B | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 90 PSI | Status: NORMAL
2026-09-03 22:37:19 | Machine: Motor-A | Temperature: 77 C | Vibration: 4 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:37:19 | Machine: Pump-B | Temperature: 77 C | Vibration: 4 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:37:19 | Machine: Compressor-C | Temperature: 77 C | Vibration: 4 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 22:37:22 | Machine: Motor-A | Temperature: 109 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 22:37:22 | Machine: Pump-B | Temperature: 109 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 22:37:22 | Machine: Compressor-C | Temperature: 109 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 22:37:25 | Machine: Pump-B | Temperature: 96 C | Vibration: 8 mm/s | Pressure: 90 PSI | Status: WARNING
2026-09-03 22:37:25 | Machine: Motor-A | Temperature: 96 C | Vibration: 8 mm/s | Pressure: 90 PSI | Status: WARNING
2026-09-03 22:37:25 | Machine: Compressor-C | Temperature: 96 C | Vibration: 8 mm/s | Pressure: 90 PSI | Status: WARNING
2026-09-03 22:37:28 | Machine: Motor-A | Temperature: 62 C | Vibration: 7 mm/s | Pressure: 99 PSI | Status: NORMAL
2026-09-03 22:37:28 | Machine: Pump-B | Temperature: 62 C | Vibration: 7 mm/s | Pressure: 99 PSI | Status: NORMAL
2026-09-03 22:37:28 | Machine: Compressor-C | Temperature: 62 C | Vibration: 7 mm/s | Pressure: 99 PSI | Status: NORMAL
2026-09-03 22:37:31 | Machine: Pump-B | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 87 PSI | Status: WARNING
2026-09-03 22:37:31 | Machine: Motor-A | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 87 PSI | Status: WARNING
2026-09-03 22:37:31 | Machine: Compressor-C | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 87 PSI | Status: WARNING
2026-09-03 22:37:34 | Machine: Pump-B | Temperature: 108 C | Vibration: 10 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 22:37:34 | Machine: Motor-A | Temperature: 108 C | Vibration: 10 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 22:37:34 | Machine: Compressor-C | Temperature: 108 C | Vibration: 10 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 22:37:37 | Machine: Motor-A | Temperature: 78 C | Vibration: 8 mm/s | Pressure: 110 PSI | Status: WARNING
2026-09-03 22:37:37 | Machine: Pump-B | Temperature: 78 C | Vibration: 8 mm/s | Pressure: 110 PSI | Status: WARNING
2026-09-03 22:37:37 | Machine: Compressor-C | Temperature: 78 C | Vibration: 8 mm/s | Pressure: 110 PSI | Status: WARNING
2026-09-03 22:37:40 | Machine: Motor-A | Temperature: 76 C | Vibration: 1 mm/s | Pressure: 98 PSI | Status: NORMAL
2026-09-03 22:37:40 | Machine: Pump-B | Temperature: 76 C | Vibration: 1 mm/s | Pressure: 98 PSI | Status: NORMAL
2026-09-03 22:37:40 | Machine: Compressor-C | Temperature: 76 C | Vibration: 1 mm/s | Pressure: 98 PSI | Status: NORMAL
2026-09-03 22:37:43 | Machine: Pump-B | Temperature: 81 C | Vibration: 6 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 22:37:43 | Machine: Motor-A | Temperature: 81 C | Vibration: 6 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 22:37:43 | Machine: Compressor-C | Temperature: 81 C | Vibration: 6 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 22:37:46 | Machine: Pump-B | Temperature: 102 C | Vibration: 5 mm/s | Pressure: 93 PSI | Status: CRITICAL
2026-09-03 22:37:46 | Machine: Motor-A | Temperature: 102 C | Vibration: 5 mm/s | Pressure: 93 PSI | Status: CRITICAL
2026-09-03 22:37:46 | Machine: Compressor-C | Temperature: 102 C | Vibration: 5 mm/s | Pressure: 93 PSI | Status: CRITICAL
2026-09-03 22:37:49 | Machine: Motor-A | Temperature: 76 C | Vibration: 1 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 22:37:49 | Machine: Pump-B | Temperature: 76 C | Vibration: 1 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 22:37:49 | Machine: Compressor-C | Temperature: 76 C | Vibration: 1 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 22:37:52 | Machine: Motor-A | Temperature: 69 C | Vibration: 5 mm/s | Pressure: 106 PSI | Status: NORMAL
2026-09-03 22:37:52 | Machine: Compressor-C | Temperature: 69 C | Vibration: 5 mm/s | Pressure: 106 PSI | Status: NORMAL
2026-09-03 22:37:52 | Machine: Pump-B | Temperature: 69 C | Vibration: 5 mm/s | Pressure: 106 PSI | Status: NORMAL
2026-09-03 22:37:55 | Machine: Motor-A | Temperature: 73 C | Vibration: 8 mm/s | Pressure: 95 PSI | Status: WARNING
2026-09-03 22:37:55 | Machine: Pump-B | Temperature: 73 C | Vibration: 8 mm/s | Pressure: 95 PSI | Status: WARNING
2026-09-03 22:37:55 | Machine: Compressor-C | Temperature: 73 C | Vibration: 8 mm/s | Pressure: 95 PSI | Status: WARNING
2026-09-03 22:37:58 | Machine: Motor-A | Temperature: 64 C | Vibration: 8 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:37:58 | Machine: Compressor-C | Temperature: 64 C | Vibration: 8 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:37:58 | Machine: Pump-B | Temperature: 64 C | Vibration: 8 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:38:01 | Machine: Motor-A | Temperature: 107 C | Vibration: 4 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:38:01 | Machine: Compressor-C | Temperature: 107 C | Vibration: 4 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:38:01 | Machine: Pump-B | Temperature: 107 C | Vibration: 4 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 22:38:04 | Machine: Compressor-C | Temperature: 62 C | Vibration: 10 mm/s | Pressure: 104 PSI | Status: CRITICAL
2026-09-03 22:38:04 | Machine: Motor-A | Temperature: 62 C | Vibration: 10 mm/s | Pressure: 104 PSI | Status: CRITICAL
2026-09-03 22:38:04 | Machine: Pump-B | Temperature: 62 C | Vibration: 10 mm/s | Pressure: 104 PSI | Status: CRITICAL
2026-09-03 22:38:08 | Machine: Motor-A | Temperature: 77 C | Vibration: 2 mm/s | Pressure: 95 PSI | Status: NORMAL
2026-09-03 22:38:08 | Machine: Compressor-C | Temperature: 77 C | Vibration: 2 mm/s | Pressure: 95 PSI | Status: NORMAL
2026-09-03 22:38:08 | Machine: Pump-B | Temperature: 77 C | Vibration: 2 mm/s | Pressure: 95 PSI | Status: NORMAL
2026-09-03 22:38:11 | Machine: Pump-B | Temperature: 107 C | Vibration: 7 mm/s | Pressure: 116 PSI | Status: CRITICAL
2026-09-03 22:38:11 | Machine: Compressor-C | Temperature: 107 C | Vibration: 7 mm/s | Pressure: 116 PSI | Status: CRITICAL
2026-09-03 22:38:11 | Machine: Motor-A | Temperature: 107 C | Vibration: 7 mm/s | Pressure: 116 PSI | Status: CRITICAL
2026-09-03 22:38:14 | Machine: Compressor-C | Temperature: 85 C | Vibration: 4 mm/s | Pressure: 97 PSI | Status: NORMAL
2026-09-03 22:38:14 | Machine: Pump-B | Temperature: 85 C | Vibration: 4 mm/s | Pressure: 97 PSI | Status: NORMAL
2026-09-03 22:38:14 | Machine: Motor-A | Temperature: 85 C | Vibration: 4 mm/s | Pressure: 97 PSI | Status: NORMAL
2026-09-03 22:38:17 | Machine: Compressor-C | Temperature: 93 C | Vibration: 2 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:38:17 | Machine: Pump-B | Temperature: 93 C | Vibration: 2 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:38:17 | Machine: Motor-A | Temperature: 93 C | Vibration: 2 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 22:38:20 | Machine: Motor-A | Temperature: 83 C | Vibration: 1 mm/s | Pressure: 84 PSI | Status: NORMAL
2026-09-03 22:38:20 | Machine: Compressor-C | Temperature: 83 C | Vibration: 1 mm/s | Pressure: 84 PSI | Status: NORMAL
2026-09-03 22:38:20 | Machine: Pump-B | Temperature: 83 C | Vibration: 1 mm/s | Pressure: 84 PSI | Status: NORMAL
2026-09-03 22:38:23 | Machine: Compressor-C | Temperature: 93 C | Vibration: 8 mm/s | Pressure: 103 PSI | Status: WARNING
2026-09-03 22:38:23 | Machine: Motor-A | Temperature: 93 C | Vibration: 8 mm/s | Pressure: 103 PSI | Status: WARNING
2026-09-03 22:38:23 | Machine: Pump-B | Temperature: 93 C | Vibration: 8 mm/s | Pressure: 103 PSI | Status: WARNING
2026-09-03 22:38:26 | Machine: Motor-A | Temperature: 66 C | Vibration: 6 mm/s | Pressure: 103 PSI | Status: NORMAL
2026-09-03 22:38:26 | Machine: Compressor-C | Temperature: 66 C | Vibration: 6 mm/s | Pressure: 103 PSI | Status: NORMAL
2026-09-03 22:38:26 | Machine: Pump-B | Temperature: 66 C | Vibration: 6 mm/s | Pressure: 103 PSI | Status: NORMAL
2026-09-03 22:38:29 | Machine: Motor-A | Temperature: 92 C | Vibration: 1 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:38:29 | Machine: Compressor-C | Temperature: 92 C | Vibration: 1 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:38:29 | Machine: Pump-B | Temperature: 92 C | Vibration: 1 mm/s | Pressure: 80 PSI | Status: WARNING
2026-09-03 22:38:32 | Machine: Motor-A | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 112 PSI | Status: WARNING
2026-09-03 22:38:32 | Machine: Compressor-C | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 112 PSI | Status: WARNING
2026-09-03 22:38:32 | Machine: Pump-B | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 112 PSI | Status: WARNING
2026-09-03 22:38:35 | Machine: Motor-A | Temperature: 66 C | Vibration: 2 mm/s | Pressure: 81 PSI | Status: NORMAL
2026-09-03 22:38:35 | Machine: Pump-B | Temperature: 66 C | Vibration: 2 mm/s | Pressure: 81 PSI | Status: NORMAL
2026-09-03 22:38:35 | Machine: Compressor-C | Temperature: 66 C | Vibration: 2 mm/s | Pressure: 81 PSI | Status: NORMAL
2026-09-03 22:38:38 | Machine: Motor-A | Temperature: 105 C | Vibration: 9 mm/s | Pressure: 87 PSI | Status: CRITICAL
2026-09-03 22:38:38 | Machine: Compressor-C | Temperature: 105 C | Vibration: 9 mm/s | Pressure: 87 PSI | Status: CRITICAL
2026-09-03 22:38:38 | Machine: Pump-B | Temperature: 105 C | Vibration: 9 mm/s | Pressure: 87 PSI | Status: CRITICAL
2026-09-03 22:38:41 | Machine: Motor-A | Temperature: 79 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: NORMAL
2026-09-03 22:38:41 | Machine: Pump-B | Temperature: 79 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: NORMAL
2026-09-03 22:38:41 | Machine: Compressor-C | Temperature: 79 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: NORMAL
2026-09-03 22:38:44 | Machine: Compressor-C | Temperature: 70 C | Vibration: 9 mm/s | Pressure: 97 PSI | Status: WARNING
2026-09-03 22:38:44 | Machine: Pump-B | Temperature: 70 C | Vibration: 9 mm/s | Pressure: 97 PSI | Status: WARNING
2026-09-03 22:38:44 | Machine: Motor-A | Temperature: 70 C | Vibration: 9 mm/s | Pressure: 97 PSI | Status: WARNING
2026-09-05 11:00:46 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-05 11:00:46 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-05 11:00:46 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-05 11:00:49 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-05 11:00:49 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-05 11:00:49 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-05 11:00:52 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-05 11:00:52 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-05 11:00:52 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-05 11:00:55 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-05 11:00:55 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-05 11:00:55 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-05 11:00:58 | Machine: Motor-A | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-05 11:00:58 | Machine: Compressor-C | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-05 11:00:58 | Machine: Pump-B | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-05 11:01:01 | Machine: Motor-A | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-05 11:01:01 | Machine: Compressor-C | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-05 11:01:01 | Machine: Pump-B | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-05 11:01:05 | Machine: Motor-A | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-05 11:01:05 | Machine: Compressor-C | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-05 11:01:05 | Machine: Pump-B | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-05 11:01:08 | Machine: Motor-A | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-05 11:01:08 | Machine: Compressor-C | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-05 11:01:08 | Machine: Pump-B | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-05 11:01:11 | Machine: Motor-A | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-05 11:01:11 | Machine: Compressor-C | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-05 11:01:11 | Machine: Pump-B | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-05 11:01:14 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-05 11:01:14 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-05 11:01:14 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-05 11:01:17 | Machine: Motor-A | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-05 11:01:17 | Machine: Compressor-C | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-05 11:01:17 | Machine: Pump-B | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-05 11:01:20 | Machine: Motor-A | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-05 11:01:20 | Machine: Compressor-C | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-05 11:01:20 | Machine: Pump-B | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-05 11:01:23 | Machine: Motor-A | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-05 11:01:23 | Machine: Compressor-C | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-05 11:01:23 | Machine: Pump-B | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-05 11:01:26 | Machine: Motor-A | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-05 11:01:26 | Machine: Compressor-C | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-05 11:01:26 | Machine: Pump-B | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-05 11:01:29 | Machine: Motor-A | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-05 11:01:29 | Machine: Compressor-C | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-05 11:01:29 | Machine: Pump-B | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-05 11:01:32 | Machine: Motor-A | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-05 11:01:32 | Machine: Compressor-C | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-05 11:01:32 | Machine: Pump-B | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-05 11:01:35 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-05 11:01:35 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-05 11:01:35 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-05 11:01:38 | Machine: Motor-A | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-05 11:01:38 | Machine: Pump-B | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-05 11:01:38 | Machine: Compressor-C | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-05 11:01:41 | Machine: Motor-A | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-05 11:01:41 | Machine: Pump-B | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-05 11:01:41 | Machine: Compressor-C | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
